회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS)
지니언스(주),263860,2013/12,,,
지니언스(주),263860,2014/12,,,
지니언스(주),263860,2015/12,15472567,3553438,2972468
지니언스(주),263860,2016/12,20614791,4208087,3657963
지니언스(주),263860,2017/12,20812400,4621424,4287999
지니언스(주),263860,2018/12,21347638,3324831,3592839
지니언스(주),263860,2019/12,24874819,3171959,3213985
지니언스(주),263860,2020/12,26466395,3210620,3440981
지더블유바이텍(주),036180,2010/12,16399090,232502,71520
지더블유바이텍(주),036180,2011/12,15853734,873663,196705
지더블유바이텍(주),036180,2012/12,15420896,-1925367,-2286434
지더블유바이텍(주),036180,2013/12,17662495,202885,663595
지더블유바이텍(주),036180,2014/12,18454752,216386,242646
지더블유바이텍(주),036180,2015/12,24595018,658410,1493441
지더블유바이텍(주),036180,2016/12,28818348,1079341,1395793
지더블유바이텍(주),036180,2017/12,34982098,1415359,4279814
지더블유바이텍(주),036180,2018/12,38971643,1631201,2502914
지더블유바이텍(주),036180,2019/12,44565634,567501,-22555661
지더블유바이텍(주),036180,2020/12,52493393,85013,-4186851
지에스건설(주),006360,2010/12,7865282626,575431724,386600167
지에스건설(주),006360,2011/12,8524883693,545105957,412570780
지에스건설(주),006360,2012/12,8530989163,133216129,119134177
지에스건설(주),006360,2013/12,7861809394,-1031396314,-926034068
지에스건설(주),006360,2014/12,8353332345,12682602,-80054949
지에스건설(주),006360,2015/12,9069842908,138192094,-33041473
지에스건설(주),006360,2016/12,9996138506,387818596,-38004783
지에스건설(주),006360,2017/12,10811746537,384387226,-9837801
지에스건설(주),006360,2018/12,11786013253,981917704,598500719
지에스건설(주),006360,2019/12,9485125995,680931074,441560074
지에스건설(주),006360,2020/12,8890992063,683181225,326944366
지에이치신소재(주),130500,2010/12,,,
지에이치신소재(주),130500,2011/12,45438606,4001630,3303189
지에이치신소재(주),130500,2012/12,42405953,3369014,2824323
지에이치신소재(주),130500,2013/12,44633443,2489486,2285465
지에이치신소재(주),130500,2014/12,43224809,1533499,1871121
지에이치신소재(주),130500,2015/12,45591777,1603860,2095367
지에이치신소재(주),130500,2016/12,45695312,2155720,2340546
지에이치신소재(주),130500,2017/12,43104718,1305887,1564107
지에이치신소재(주),130500,2018/12,53965476,35980,90022
지에이치신소재(주),130500,2019/12,56124331,1269489,907584
지에이치신소재(주),130500,2020/12,48737551,518580,-1292621
지엔원에너지(주),270520,2017/12,,,
지엔원에너지(주),270520,2018/12,,,
지엔원에너지(주),270520,2019/12,,,
지엔원에너지(주),270520,2020/12,30369711,1131282,-3606475
지엘팜텍(주),204840,2014/12,,,
지엘팜텍(주),204840,2015/12,,,
지엘팜텍(주),204840,2016/12,4635602,-2764696,-5494423
지엘팜텍(주),204840,2017/12,2413833,-4247967,-4236773
지엘팜텍(주),204840,2018/12,3761456,-2224244,-2783276
지엘팜텍(주),204840,2019/12,4301246,-1456345,-2891339
지엘팜텍(주),204840,2020/12,2881192,-2594542,-3530901
지엠비코리아(주),013870,2010/12,354597263,25015324,19371083
지엠비코리아(주),013870,2011/12,423277880,31453440,23197116
지엠비코리아(주),013870,2012/12,424322402,21531025,13587527
지엠비코리아(주),013870,2013/12,447993663,22838465,18610445
지엠비코리아(주),013870,2014/12,453519547,19582062,17753410
지엠비코리아(주),013870,2015/12,446880190,15556297,13860215
지엠비코리아(주),013870,2016/12,456011513,15708478,13415300
지엠비코리아(주),013870,2017/12,434288749,10763251,8550518
지엠비코리아(주),013870,2018/12,429749976,4070947,2013035
지엠비코리아(주),013870,2019/12,440353831,7433050,1373773
지엠비코리아(주),013870,2020/12,400620613,-12345007,-12841790
지투파워(주),388050,2020/12,29134566,2989636,2161628
진양산업(주),003780,2010/12,31554759,4186773,3381809
진양산업(주),003780,2011/12,34869034,4636383,3870437
진양산업(주),003780,2012/12,28225792,2904685,2726869
진양산업(주),003780,2013/12,26269746,2492278,2387580
진양산업(주),003780,2014/12,27229761,3021773,2828515
진양산업(주),003780,2015/12,30609987,4442863,4077291
진양산업(주),003780,2016/12,29595265,3219197,533766
진양산업(주),003780,2017/12,31375208,1089864,2540591
진양산업(주),003780,2018/12,45253103,1925440,2122799
진양산업(주),003780,2019/12,46870873,4262768,4014466
진양산업(주),003780,2020/12,46511447,3309621,2536902
진양제약(주),007370,2010/12,40856959,3967131,3485513
진양제약(주),007370,2011/12,36261681,939770,1058367
진양제약(주),007370,2012/12,37144640,4006313,2526571
진양제약(주),007370,2013/12,40234569,4884245,4192509
진양제약(주),007370,2014/12,45236833,6124845,4012707
진양제약(주),007370,2015/12,40148932,-1063266,-1003821
진양제약(주),007370,2016/12,36132341,-9978292,-9098646
진양제약(주),007370,2017/12,43449787,-5290738,-5768287
진양제약(주),007370,2018/12,46862706,1465495,933152
진양제약(주),007370,2019/12,47351256,-216329,1646855
진양제약(주),007370,2020/12,48809579,3545398,3676614
진양폴리우레탄(주),010640,2010/12,22147529,2523628,1868585
진양폴리우레탄(주),010640,2011/12,22422027,2488915,1531724
진양폴리우레탄(주),010640,2012/12,21694188,1868614,1395043
진양폴리우레탄(주),010640,2013/12,21586876,1660080,1272128
진양폴리우레탄(주),010640,2014/12,22326509,877694,550523
진양폴리우레탄(주),010640,2015/12,19045030,582072,-3790923
진양폴리우레탄(주),010640,2016/12,17315570,-152984,7005137
진양폴리우레탄(주),010640,2017/12,23646888,-769355,536000
진양폴리우레탄(주),010640,2018/12,30104369,1110592,957732
진양폴리우레탄(주),010640,2019/12,31905400,3242580,7706474
진양폴리우레탄(주),010640,2020/12,35461350,2306373,1458637
진양화학(주),051630,2010/12,57926457,691671,854478
진양화학(주),051630,2011/12,62756797,1726010,1504972
진양화학(주),051630,2012/12,64375840,2970170,2365735
진양화학(주),051630,2013/12,70268217,5104812,3580982
진양화학(주),051630,2014/12,79319654,6054395,5247291
진양화학(주),051630,2015/12,70795247,2861570,2566988
진양화학(주),051630,2016/12,57610216,1286282,1312360
진양화학(주),051630,2017/12,49592413,-671432,-338315
진양화학(주),051630,2018/12,49730594,-587822,-331448
진양화학(주),051630,2019/12,44531589,-2745493,-2096053
진양화학(주),051630,2020/12,43288270,196205,826102
진원생명과학(주),011000,2010/12,20347260,-8636549,-8529744
진원생명과학(주),011000,2011/12,20684006,-3045120,-2757793
진원생명과학(주),011000,2012/12,13919169,-6627085,-6450102
진원생명과학(주),011000,2013/12,15834737,-2573472,-4433428
진원생명과학(주),011000,2014/12,20217648,-6575105,-6509293
진원생명과학(주),011000,2015/12,24124655,-7902299,-3782417
진원생명과학(주),011000,2016/12,25725396,-16651032,-17095652
진원생명과학(주),011000,2017/12,22095218,-23473751,-21847956
진원생명과학(주),011000,2018/12,28845356,-13560659,-14046157
진원생명과학(주),011000,2019/12,34617979,-11023121,-9959205
진원생명과학(주),011000,2020/12,35774126,-17776684,-17722757
진흥기업(주),002780,2010/12,579676087,-182080822,-198379255
진흥기업(주),002780,2011/12,547347375,-176402973,-212574547
진흥기업(주),002780,2012/12,466811943,-15024870,-85699172
진흥기업(주),002780,2013/12,479223825,-2956423,-72428788
진흥기업(주),002780,2014/12,638101515,21959553,-17572317
진흥기업(주),002780,2015/12,727826358,9513632,-42813489
진흥기업(주),002780,2016/12,646578598,59555254,-75220395
진흥기업(주),002780,2017/12,573309875,41536206,21757441
진흥기업(주),002780,2018/12,671155390,35051376,6053494
진흥기업(주),002780,2019/12,546534147,28039804,20338294
진흥기업(주),002780,2020/12,377247252,14680716,20396827
차이나그레이트스타인터내셔널리미티드,900040,2010/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2011/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2012/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2013/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2014/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2015/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2016/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2017/12,,,
차이나그레이트스타인터내셔널리미티드,900040,2018/12,,,
차이나크리스탈신소재홀딩스,900250,2014/12,,,
차이나크리스탈신소재홀딩스,900250,2015/12,,,
차이나크리스탈신소재홀딩스,900250,2016/12,,,
차이나크리스탈신소재홀딩스,900250,2017/12,,,
차이나크리스탈신소재홀딩스,900250,2018/12,,,
차이나크리스탈신소재홀딩스,900250,2019/12,,,
차이나크리스탈신소재홀딩스,900250,2020/12,,,
차이나하오란리사이클링유한공사,900090,2010/12,,,
차이나하오란리사이클링유한공사,900090,2011/12,,,
차이나하오란리사이클링유한공사,900090,2012/12,,,
차이나하오란리사이클링유한공사,900090,2013/12,,,
차이나하오란리사이클링유한공사,900090,2014/12,,,
차이나하오란리사이클링유한공사,900090,2015/12,,,
차이나하오란리사이클링유한공사,900090,2016/12,,,
차이나하오란리사이클링유한공사,900090,2017/12,,,
참엔지니어링(주),009310,2010/12,205681367,18255106,13764628
참엔지니어링(주),009310,2011/12,200445609,25592084,18297078
참엔지니어링(주),009310,2012/12,50862143,-15422972,-21762350
참엔지니어링(주),009310,2013/12,90037123,2295077,1167764
참엔지니어링(주),009310,2014/12,80514667,-5496297,-20088990
참엔지니어링(주),009310,2015/12,128772679,8491853,-34028221
참엔지니어링(주),009310,2016/12,110415318,4842275,1042727
참엔지니어링(주),009310,2017/12,211234796,11213818,4027713
참엔지니어링(주),009310,2018/12,143597228,5492771,7820590
참엔지니어링(주),009310,2019/12,49382528,-17727566,-19996091
참엔지니어링(주),009310,2020/12,107960336,-2420007,-598374
참존글로벌(주),158310,2010/12,13068436,2743266,2145104
참존글로벌(주),158310,2011/12,19440372,5578050,4495494
참존글로벌(주),158310,2012/12,24720052,7216939,5842058
참존글로벌(주),158310,2013/12,25051035,4429249,4462670
참존글로벌(주),158310,2014/12,12578344,-1010399,-1010667
참존글로벌(주),158310,2015/12,6963732,-9063599,-11868938
참존글로벌(주),158310,2016/12,3796332,-5135601,-7923037
참존글로벌(주),158310,2017/12,10050862,1276695,-4922364
참존글로벌(주),158310,2018/12,4310908,-3235024,-11570061
참존글로벌(주),158310,2019/12,5253550,-5152757,-8572895
참존글로벌(주),158310,2020/12,1228977,-3183582,-55969737
참좋은여행(주),094850,2010/12,44393076,1663399,1703023
참좋은여행(주),094850,2011/12,54787189,2639898,1521965
참좋은여행(주),094850,2012/12,61934288,3209310,8762130
참좋은여행(주),094850,2013/12,71337754,5848354,4983605
참좋은여행(주),094850,2014/12,75533219,6095917,3370869
참좋은여행(주),094850,2015/12,79163688,6456910,5768079
참좋은여행(주),094850,2016/12,73515202,8487833,6905882
참좋은여행(주),094850,2017/12,56507195,14877145,12165929
참좋은여행(주),094850,2018/12,65012579,12852408,10236082
참좋은여행(주),094850,2019/12,62056608,7138399,22889226
참좋은여행(주),094850,2020/12,12643422,-12016247,-2101242
카페24(주),042000,2010/12,,,
카페24(주),042000,2011/12,,,
카페24(주),042000,2012/12,,,
카페24(주),042000,2013/12,,,
카페24(주),042000,2014/12,,,
카페24(주),042000,2015/12,,,
카페24(주),042000,2016/12,,,
카페24(주),042000,2017/12,115369520,6218471,4180901
카페24(주),042000,2018/12,134561019,13464391,-29727908
카페24(주),042000,2019/12,147946664,5089530,5406019
카페24(주),042000,2020/12,172419130,8758197,8470471
캠브리지코오롱(주),004620,2010/12,418226089,12265660,6948148
커머스마이너 (주),223310,2014/12,32746325,2234978,2238554
커머스마이너 (주),223310,2015/12,59356194,6554875,5078206
커머스마이너 (주),223310,2016/12,32856768,-3529471,-2248497
커머스마이너 (주),223310,2017/12,14673045,-14265486,-25479776
커머스마이너 (주),223310,2018/12,12104742,-4743796,-26350016
커머스마이너 (주),223310,2019/12,9051494,247778,-4608428
커머스마이너 (주),223310,2020/12,10174800,-4613711,-12073738
컨버즈(주),109070,2010/12,142342343,-43928,-5420541
컨버즈(주),109070,2011/12,119580484,-9316321,-15318025
컨버즈(주),109070,2012/12,91020427,-4322611,-10571041
컨버즈(주),109070,2013/12,56437351,-1325586,-9049220
컨버즈(주),109070,2014/12,50354166,-1711211,-4828402
컨버즈(주),109070,2015/12,48044075,-2819011,-5642910
컨버즈(주),109070,2016/12,45974763,-8886097,-17554874
컨버즈(주),109070,2017/12,63031654,-9013613,-6432127
컨버즈(주),109070,2018/12,73829905,-10856264,-16460211
컨버즈(주),109070,2019/12,43613941,-6031103,-18237898
컨버즈(주),109070,2020/12,16830781,-4899836,-7445759
컬러레이홀딩스,900310,2016/12,,,
컬러레이홀딩스,900310,2017/12,,,
컬러레이홀딩스,900310,2018/12,,,
컬러레이홀딩스,900310,2019/12,,,
컬러레이홀딩스,900310,2020/12,,,
케이디켐(주),221980,2010/12,,,
케이디켐(주),221980,2011/12,,,
케이디켐(주),221980,2012/12,40577901,4847098,3712653
케이디켐(주),221980,2013/12,44012585,4428778,3355198
케이디켐(주),221980,2014/12,42837468,6111867,4400921
케이디켐(주),221980,2015/12,45509733,7379052,6049243
케이디켐(주),221980,2016/12,47380810,7880470,6580081
케이디켐(주),221980,2017/12,50221511,7139650,5908187
케이디켐(주),221980,2018/12,49831496,7305642,6135431
케이디켐(주),221980,2019/12,48212800,6272054,6067560
케이디켐(주),221980,2020/12,47026064,6103734,4514167
케이만금세기차륜집단유한공사,900280,2015/12,,,
케이만금세기차륜집단유한공사,900280,2016/12,,,
케이만금세기차륜집단유한공사,900280,2017/12,,,
케이만금세기차륜집단유한공사,900280,2018/12,,,
케이만금세기차륜집단유한공사,900280,2019/12,,,
케이만금세기차륜집단유한공사,900280,2020/12,,,
케이비아이동국실업(주),001620,2010/12,199337107,8666642,3038040
케이비아이동국실업(주),001620,2011/12,234948150,6300225,8968874
케이비아이동국실업(주),001620,2012/12,261817457,7303293,7190522
케이비아이동국실업(주),001620,2013/12,257558805,1368835,4404640
케이비아이동국실업(주),001620,2014/12,295917846,-12553041,-10299911
케이비아이동국실업(주),001620,2015/12,323652797,2499750,3018359
케이비아이동국실업(주),001620,2016/12,277009090,235115,4643997
케이비아이동국실업(주),001620,2017/12,285298563,-6890945,-3624852
케이비아이동국실업(주),001620,2018/12,335019066,-4986725,-291987
케이비아이동국실업(주),001620,2019/12,340566056,-3265373,966218
케이비아이동국실업(주),001620,2020/12,317443439,-7590727,618242
케이비아이메탈(주),024840,2010/12,434834375,-21495862,5002021
케이비아이메탈(주),024840,2011/12,433686881,2945564,2249343
케이비아이메탈(주),024840,2012/12,527053257,2279801,-3399939
케이비아이메탈(주),024840,2013/12,470006681,5278160,1329840
케이비아이메탈(주),024840,2014/12,397145357,-2502727,-4505090
케이비아이메탈(주),024840,2015/12,457572264,-4506408,-12718073
케이비아이메탈(주),024840,2016/12,358349653,9133909,3160931
케이비아이메탈(주),024840,2017/12,459640265,17199025,6336875
케이비아이메탈(주),024840,2018/12,449113544,4740847,3749941
케이비아이메탈(주),024840,2019/12,477661145,9367295,5913764
케이비아이메탈(주),024840,2020/12,473567920,9247124,4257290
케이씨그린홀딩스(주),009440,2010/12,8832011,1959101,700526
케이씨그린홀딩스(주),009440,2011/12,15194242,7538465,4563433
케이씨그린홀딩스(주),009440,2012/12,13500644,8842003,6650121
케이씨그린홀딩스(주),009440,2013/12,22966151,14852031,7899171
케이씨그린홀딩스(주),009440,2014/12,24141326,18806359,5166412
케이씨그린홀딩스(주),009440,2015/12,19765711,14300783,5269535
케이씨그린홀딩스(주),009440,2016/12,14927783,10017228,7028756
케이씨그린홀딩스(주),009440,2017/12,16626754,10143341,7664398
케이씨그린홀딩스(주),009440,2018/12,12902209,6544078,3038333
케이씨그린홀딩스(주),009440,2019/12,13683527,8417599,1356598
케이씨그린홀딩스(주),009440,2020/12,14341910,8697369,-3391049
케이씨코트렐(주),119650,2010/12,245272024,25840953,20315174
케이씨코트렐(주),119650,2011/12,211359393,12513834,10434817
케이씨코트렐(주),119650,2012/12,332119561,14674071,16383592
케이씨코트렐(주),119650,2013/12,290177500,802162,3194685
케이씨코트렐(주),119650,2014/12,208060068,-7548198,-8956638
케이씨코트렐(주),119650,2015/12,184368511,-8465759,-6165606
케이씨코트렐(주),119650,2016/12,171196746,6000119,1216842
케이씨코트렐(주),119650,2017/12,150656419,2779268,5060362
케이씨코트렐(주),119650,2018/12,152841374,7735366,2693601
케이씨코트렐(주),119650,2019/12,281259841,11468252,1156387
케이씨코트렐(주),119650,2020/12,303185515,-45458341,-63778939
케이알모터스(주),000040,2010/12,144521458,3541977,1168894
케이알모터스(주),000040,2011/12,124258626,2779946,1675213
케이알모터스(주),000040,2012/12,96940269,-4245826,-6103632
케이알모터스(주),000040,2013/12,97370568,-10555706,-11064793
케이알모터스(주),000040,2014/12,79567593,-11098659,-12820997
케이알모터스(주),000040,2015/12,80853364,-15333664,-16144548
케이알모터스(주),000040,2016/12,84083884,-6488216,-11056379
케이알모터스(주),000040,2017/12,21638025,-18072657,-21722139
케이알모터스(주),000040,2018/12,27598514,-9155057,-16372454
케이알모터스(주),000040,2019/12,37365836,-14586056,-28641044
케이알모터스(주),000040,2020/12,20218005,-1623597,-11635827
케이에이치건설(주),226360,2015/12,,,
케이에이치건설(주),226360,2016/12,,,
케이에이치건설(주),226360,2017/12,35293973,7052454,3470156
케이에이치건설(주),226360,2018/12,38651216,3698173,3433181
케이에이치건설(주),226360,2019/12,31455061,4082404,-2564450
케이에이치건설(주),226360,2020/12,49774500,4257895,-25207362
케이에이치전자(주),111870,2010/12,82374786,16395192,13784444
케이에이치전자(주),111870,2011/12,73970301,12998750,8462706
케이에이치전자(주),111870,2012/12,68595769,10169927,6624739
케이에이치전자(주),111870,2013/12,66967378,8730818,7465572
케이에이치전자(주),111870,2014/12,52188039,2606662,1615664
케이에이치전자(주),111870,2015/12,59224982,5014436,5785204
케이에이치전자(주),111870,2016/12,56917365,3510408,4936015
케이에이치전자(주),111870,2017/12,47157690,2507504,2813225
케이에이치전자(주),111870,2018/12,40608212,8103,1228487
케이에이치전자(주),111870,2019/12,36810750,-2751876,74482
케이에이치전자(주),111870,2020/12,16364954,-7337984,-45826219
케이엠제약(주),225430,2015/12,,,
케이엠제약(주),225430,2016/12,,,
케이엠제약(주),225430,2017/12,,,
케이엠제약(주),225430,2018/12,17302126,1571674,-12330050
케이엠제약(주),225430,2019/12,20338373,-1526031,-902231
케이엠제약(주),225430,2020/12,22928127,712320,470877
케이지이티에스(주),151860,2010/12,36215109,3231812,2431873
케이지이티에스(주),151860,2011/12,44843322,8511219,5751604
케이지이티에스(주),151860,2012/12,93990322,15754606,10098356
케이지이티에스(주),151860,2013/12,100809908,18719266,13086441
케이지이티에스(주),151860,2014/12,105683028,21202432,16233229
케이지이티에스(주),151860,2015/12,92833778,12810877,20236153
케이지이티에스(주),151860,2016/12,95363023,11409014,4931071
케이지이티에스(주),151860,2017/12,108801442,13837807,11723011
케이지이티에스(주),151860,2018/12,110908589,15779587,13592704
케이지이티에스(주),151860,2019/12,160879256,15879854,97780142
케이지이티에스(주),151860,2020/12,153866930,19057665,-58435997
케이지케미칼(주),001390,2010/12,263124282,14266106,3720860
케이지케미칼(주),001390,2011/12,278260696,6206419,-6528366
케이지케미칼(주),001390,2012/12,287878692,-1129653,-12539862
케이지케미칼(주),001390,2013/12,201160693,8278063,-8625639
케이지케미칼(주),001390,2014/12,168409373,6928556,5472671
케이지케미칼(주),001390,2015/12,167351997,9675952,7592101
케이지케미칼(주),001390,2016/12,164826988,5015477,10876388
케이지케미칼(주),001390,2017/12,167310908,3471785,5789730
케이지케미칼(주),001390,2018/12,167223239,428558,-2761207
케이지케미칼(주),001390,2019/12,153279828,-61264,-9863865
케이지케미칼(주),001390,2020/12,143437560,7851562,-10574448
케이카(주),381970,2017/12,,,
케이카(주),381970,2018/12,,,
케이카(주),381970,2019/12,1185355255,29204443,14777785
케이카(주),381970,2020/12,1323113771,37698382,24129650
케이피엑스라이프사이언스(주),114450,2010/12,36484651,3176364,4967013
케이피엑스라이프사이언스(주),114450,2011/12,55165670,3434349,3229653
케이피엑스라이프사이언스(주),114450,2012/12,54192341,3142610,2428465
케이피엑스라이프사이언스(주),114450,2013/12,34525745,-1918209,-1311798
케이피엑스라이프사이언스(주),114450,2014/12,37080598,-1830200,-1061707
케이피엑스라이프사이언스(주),114450,2015/12,45508439,5547085,5386721
케이피엑스라이프사이언스(주),114450,2016/12,43304292,5032483,4504431
케이피엑스라이프사이언스(주),114450,2017/12,42584727,2407818,2224671
케이피엑스라이프사이언스(주),114450,2018/12,32753788,-1952090,-1445275
케이피엑스라이프사이언스(주),114450,2019/12,37618455,591103,1195719
케이피엑스라이프사이언스(주),114450,2020/12,24560724,-1909050,-1059489
케이피엑스케미칼(주),025000,2010/12,532590345,56777859,47078144
케이피엑스케미칼(주),025000,2011/12,670643829,59875488,47323039
케이피엑스케미칼(주),025000,2012/12,657142821,40995519,36954080
케이피엑스케미칼(주),025000,2013/12,664131604,26850960,24029198
케이피엑스케미칼(주),025000,2014/12,691965576,33839659,36231103
케이피엑스케미칼(주),025000,2015/12,607749103,32654624,29909624
케이피엑스케미칼(주),025000,2016/12,503957968,31617558,30281821
케이피엑스케미칼(주),025000,2017/12,533577829,22111302,25534950
케이피엑스케미칼(주),025000,2018/12,577453529,15217874,9750509
케이피엑스케미칼(주),025000,2019/12,606832233,35830595,38226261
케이피엑스케미칼(주),025000,2020/12,573783532,52880795,60546869
케이피엑스홀딩스(주),092230,2010/12,11934563,7311016,12366998
케이피엑스홀딩스(주),092230,2011/12,14423497,11191514,9263704
케이피엑스홀딩스(주),092230,2012/12,12547796,9224044,14565801
케이피엑스홀딩스(주),092230,2013/12,18153288,14754049,18056651
케이피엑스홀딩스(주),092230,2014/12,11782962,7260608,-22374190
케이피엑스홀딩스(주),092230,2015/12,14105713,10509310,28610134
케이피엑스홀딩스(주),092230,2016/12,11957416,7850425,10686680
케이피엑스홀딩스(주),092230,2017/12,17854141,14020982,28663391
케이피엑스홀딩스(주),092230,2018/12,15155408,11489880,13096623
케이피엑스홀딩스(주),092230,2019/12,13661649,8727006,14522300
케이피엑스홀딩스(주),092230,2020/12,77879542,11533201,95132967
켄코아에어로스페이스(주),274090,2015/12,,,
켄코아에어로스페이스(주),274090,2016/12,,,
켄코아에어로스페이스(주),274090,2017/12,6977238,-745540,-2582898
켄코아에어로스페이스(주),274090,2018/12,12703258,-2136567,-10699198
켄코아에어로스페이스(주),274090,2019/12,17234579,-2399149,-9951256
켄코아에어로스페이스(주),274090,2020/12,10342816,-7989689,-9497160
코나아이(주),052400,2010/12,85134474,16271729,10923484
코나아이(주),052400,2011/12,119898724,23280599,15399486
코나아이(주),052400,2012/12,127875824,21392945,16160498
코나아이(주),052400,2013/12,161621403,22679599,19852275
코나아이(주),052400,2014/12,205028177,27949032,24704026
코나아이(주),052400,2015/12,199361632,33619684,26193931
코나아이(주),052400,2016/12,107913438,-8592027,-4663834
코나아이(주),052400,2017/12,88611593,-13351708,-25901833
코나아이(주),052400,2018/12,84907813,-30760607,-49014094
코나아이(주),052400,2019/12,120293820,3087830,-6070643
코나아이(주),052400,2020/12,134262741,20629395,19024584
코드네이처(주),078940,2010/12,30042431,-1354967,-8925760
코드네이처(주),078940,2011/12,23373461,-916662,-19186042
코드네이처(주),078940,2012/12,15709843,714631,-4467772
코드네이처(주),078940,2013/12,10722604,-1583220,-4120620
코드네이처(주),078940,2014/12,8873203,176784,-6738872
코드네이처(주),078940,2015/12,10911842,-597106,-963455
코드네이처(주),078940,2016/12,4587725,-1364765,-14065208
코드네이처(주),078940,2017/12,1624173,-486625,-29539566
코드네이처(주),078940,2018/12,4102479,-1282404,-12869765
코드네이처(주),078940,2019/12,30758360,1567672,-8097640
코드네이처(주),078940,2020/12,26732697,-1681386,-2128177
코리아에프티(주),123410,2010/12,,,
코리아에프티(주),123410,2011/12,,,
코리아에프티(주),123410,2012/12,133927667,-3160222,4203859
코리아에프티(주),123410,2013/12,141256702,4140283,11000304
코리아에프티(주),123410,2014/12,159195799,6131102,12318962
코리아에프티(주),123410,2015/12,164360424,-835203,12138104
코리아에프티(주),123410,2016/12,157203553,-3915823,9064190
코리아에프티(주),123410,2017/12,147764685,-6185486,3146264
코리아에프티(주),123410,2018/12,172873729,3562555,1644229
코리아에프티(주),123410,2019/12,196890338,3101697,3124714
코리아에프티(주),123410,2020/12,202476002,919943,1631464
코리아오토글라스(주),152330,2010/12,,,
코리아오토글라스(주),152330,2011/12,369201196,33199766,30594220
코리아오토글라스(주),152330,2012/12,390430281,26305350,25277965
코리아오토글라스(주),152330,2013/12,390042010,23965627,18212787
코리아오토글라스(주),152330,2014/12,429724524,26944335,25480372
코리아오토글라스(주),152330,2015/12,437146857,35858208,33372072
코리아오토글라스(주),152330,2016/12,438803643,46767323,42026122
코리아오토글라스(주),152330,2017/12,472149218,52508589,44750740
코리아오토글라스(주),152330,2018/12,438709235,49773377,43333656
코리아오토글라스(주),152330,2019/12,456033612,57535292,33026005
코스맥스(주),192820,2014/12,246823434,14555341,15460119
코스맥스(주),192820,2015/12,372482451,28201634,22215276
코스맥스(주),192820,2016/12,505504971,43303715,35077689
코스맥스(주),192820,2017/12,528204487,18787441,10206567
코스맥스(주),192820,2018/12,679385374,22134328,21364846
코스맥스(주),192820,2019/12,739010731,40180613,92643001
코스맥스(주),192820,2020/12,765400192,65853784,-34558144
코스맥스비티아이(주),044820,2010/12,155532097,9881764,9204578
코스맥스비티아이(주),044820,2011/12,176879984,8582848,6516128
코스맥스비티아이(주),044820,2012/12,215611296,11961703,13609941
코스맥스비티아이(주),044820,2013/12,260700562,18005907,15651256
코스맥스비티아이(주),044820,2014/12,4642553,163719,9009513
코스맥스비티아이(주),044820,2015/12,14441202,6008299,4328913
코스맥스비티아이(주),044820,2016/12,23281054,6036708,6093091
코스맥스비티아이(주),044820,2017/12,30646619,6404686,3248081
코스맥스비티아이(주),044820,2018/12,56304791,8400922,3043028
코스맥스비티아이(주),044820,2019/12,67200478,9695872,5642978
코스맥스비티아이(주),044820,2020/12,71929893,11423869,3901914
코스맥스엔비티(주),222040,2010/12,,,
코스맥스엔비티(주),222040,2011/12,,,
코스맥스엔비티(주),222040,2012/12,,,
코스맥스엔비티(주),222040,2013/12,38441664,3242211,2250390
코스맥스엔비티(주),222040,2014/12,45408925,3578782,2387559
코스맥스엔비티(주),222040,2015/12,74433251,11396116,8923304
코스맥스엔비티(주),222040,2016/12,115869470,21529310,19866318
코스맥스엔비티(주),222040,2017/12,121332945,21091219,14806059
코스맥스엔비티(주),222040,2018/12,145785258,25661191,21378180
코스맥스엔비티(주),222040,2019/12,146311047,17494277,6662226
코스맥스엔비티(주),222040,2020/12,196367270,22799268,-4673422
코스모신소재(주),005070,2010/12,164056548,6720074,67373374
코스모신소재(주),005070,2011/12,157586376,1588370,219778
코스모신소재(주),005070,2012/12,129110920,-10667675,-14947183
코스모신소재(주),005070,2013/12,153281703,-3281641,-8641115
코스모신소재(주),005070,2014/12,149343499,-13222300,-23318687
코스모신소재(주),005070,2015/12,133424045,-7029161,-24713789
코스모신소재(주),005070,2016/12,190281005,5035643,1385219
코스모신소재(주),005070,2017/12,314604637,8476108,8223956
코스모신소재(주),005070,2018/12,534011298,15147035,10446693
코스모신소재(주),005070,2019/12,243904529,-3620826,-1800133
코스모신소재(주),005070,2020/12,204252718,12437917,11736405
코스모화학(주),005420,2010/12,124716324,5914686,30909429
코스모화학(주),005420,2011/12,172362821,21202440,14009756
코스모화학(주),005420,2012/12,180206642,5560950,-17648888
코스모화학(주),005420,2013/12,162610083,-11168982,3517840
코스모화학(주),005420,2014/12,136173515,-22924149,-43966549
코스모화학(주),005420,2015/12,121158817,-32231140,-98093828
코스모화학(주),005420,2016/12,96237734,-19017764,-74551435
