종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"357880","비트나인","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"10353956","500","5176978000","원(KRW)","강철순","070-4800-3517","서울특별시 강서구 양천로 401 12층 A1201, A1202 &nbsp"
"288980","모아데이타","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"32435232","500","16217616000","원(KRW)","한상진","070-4099-5131","경기도 성남시 수정구 달래내로 46 810호 (시흥동, 성남글로벌융합센터)"
"377030","맥스트","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"19570882","500","9785441000","원(KRW)","박재완","02-585-9566","서울특별시 강남구 남부순환로351길 4, 3층(도곡동, 스테이77) "
"219420","링크제니시스","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"11469507","100","1146950700","원(KRW)","정성우","031-422-3581","경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp"
"189330","씨이랩","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"6027284","500","3013642000","원(KRW)","이우영","02-2039-3147","서울특별시 강남구 언주로 617 3,4층 (논현동) "
"242040","나무기술","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"34241700","100","3424170000","원(KRW)","정철","031-8017-3900","서울특별시 강남구 삼성로 531 고운빌딩 5층 "
"200350","래몽래인","KOSDAQ","기술성장기업부","신속이전기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"6258519","500","3129259500","원(KRW)","김동래, 박지복","02-761-9978","서울특별시 강남구 학동로25길 19 "
"289220","자이언트스텝","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"21996222","500","10998111000","원(KRW)","하승봉, 이지철","02-549-0005","서울특별시 강남구 학동로37길 8 &nbsp"
"317530","캐리소프트","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"6961196","500","3480598000","원(KRW)","박창신","02-2289-1452","서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 "
"206560","덱스터","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"25410336","500","12705168000","원(KRW)","김욱, 강종익","02-6391-7000","서울특별시 마포구 매봉산로 75 1801호, 1901호(상암동,디디엠씨) "
"250060","모비스","KOSDAQ","기술성장기업부","기술성장기업","106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"32171314","100","3217131400","원(KRW)","김지헌","02-3771-3423","경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호"
"352910","오비고","KOSDAQ","기술성장기업부","기술성장기업","106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"11450818","500","5725409000","원(KRW)","황도연","031-8033-3000","경기도 성남시 분당구 판교로 338 3층 &nbsp"
"300080","플리토","KOSDAQ","기술성장기업부","기술성장기업","106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"5218911","500","2609455500","원(KRW)","이정수","02-512-0142","서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층 "
"042000","카페24","KOSDAQ","기술성장기업부","이익미실현기업","106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"22497198","500","11248599000","원(KRW)","이재석","02-3284-0300","서울특별시 동작구 보라매로5길 15 "
"211050","인카금융서비스","KOSDAQ","기술성장기업부","신속이전기업","116602","보험 및 연금관련 서비스업","12",,"10275960","500","5137980000","원(KRW)","최병채","02-2192-8900","서울특별시 성동구 아차산로 33 , 5,6층(성수동1가, 삼일빌딩)"
"199800","툴젠","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"7852427","500","3926213500","원(KRW)","김영호, 이병화","02-873-8168","서울특별시 금천구 가산디지털1로 219, 1204호, 1205호, 1206호(가산동, 벽산디지털밸리 6차) &nbsp"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"5878672","500","2939336000","원(KRW)","천종식","02-6078-3456","서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층 "
"389030","지니너스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"32607945","500","16303972500","원(KRW)","박웅양","02-6949-6570","서울특별시 송파구 정의로 70 4층, 5층(문정동, 케이디유타워) "
"308080","바이젠셀","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"19006060","500","9503030000","원(KRW)","김태규","02-3478-1686","서울특별시 서초구 반포대로 222, 서울성모병원 별관 7층 &nbsp"
"083790","크리스탈지노믹스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"69246486","500","34623243000","원(KRW)","조중명","031-628-2700","경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층"
"047920","HLB제약","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"27871150","500","13935575000","원(KRW)","박재형, 전복환 각자대표","02-411-1514","경기도 남양주시 경강로 27 "
"095700","제넥신","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"25144982","500","12572491000","원(KRW)","우정원, Neil Warma","02-6098-2600","서울특별시 강서구 마곡중앙로 172 바이오이노베이션파크"
"203400","에이비온","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"18842237","500","9421118500","원(KRW)","신영기","02-6006-7650","서울특별시 구로구 디지털로 242 한화비즈메트로1차 242915호 "
"226950","올릭스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"13703160","500","6851580000","원(KRW)","이동기","031-779-8400","경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp"
"204840","지엘팜텍","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"62104061","100","6210406100","원(KRW)","왕훈식","031-739-5220","경기도 성남시 수정구 달래내로 46 성남글로벌융합센터 210호"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"10514725","1000","10514725000","원(KRW)","차상훈","070-4027-7616","강원도 춘천시 강원대학길 1 의생명과학대학 B동 602호 "
"084990","헬릭스미스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"37689326","500","18844663000","원(KRW)","김선영, 유승신(각자 대표이사)","02-2102-7200","서울특별시 강서구 마곡중앙8로7길 21 - "
"245620","EDGC","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"84075931","100","8407593100","원(KRW)","각자대표이사 이민섭,조성민","032-713-2100","인천광역시 연수구 하모니로 291, 4층 &nbsp"
"365270","큐라클","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"13789968","500","6894984000","원(KRW)","유재현","031-706-8300","서울특별시 서초구 효령로 23-1 - "
"261780","차백신연구소","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"26429162","500","13214581000","원(KRW)","염정선","031-881-7327","경기도 성남시 중원구 둔촌대로 560,  406,407호(상대원동, 벽산테크노피아) "
"109820","진매트릭스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"20393640","500","10196820000","원(KRW)","김수옥","031-628-2000","경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층"
"196170","알테오젠","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"42933685","500","21466842500","원(KRW)","박순재","042-384-8780","대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지)"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"24303258","500","12151629000","원(KRW)","김용주","042-861-0688","대전광역시 유성구 국제과학10로 10 (주)레고켐 바이오사이언스"
"323990","박셀바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"15223000","500","7611500000","원(KRW)","이제중 (단독 대표이사)","061-373-0046","전라남도 화순군 화순읍 산단길 12-55 "
"293780","압타바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"22298866","500","11149433000","원(KRW)","이수진","031-365-3693","경기도 용인시 기흥구 흥덕1로 13 타워동 에이504호(영덕동, 흥덕아이티밸리) "
"299660","셀리드","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"9731192","500","4865596000","원(KRW)","강창율","02-3285-7860","서울시 관악구 관악로 1 서울대학교 142동 5층 "
"235980","메드팩토","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"21080195","500","10540097500","원(KRW)","김성진","02-6938-0200","서울특별시 서초구 명달로 92, 보림빌딩 "
"348150","고바이오랩","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"17030549","500","8515274500","원(KRW)","고광표","02-888-9964","서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)"
"268600","셀리버리","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"34778732","500","17389366000","원(KRW)","조대웅","02-3151-8900","서울특별시 마포구 성암로 189 "
"127120","디엔에이링크","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"17093692","500","8546846000","원(KRW)","이종은","02-3153-1500","서울특별시 서대문구 이화여대길 52 이화여자대학교 산학협력관2층 디엔에이링크"
"321550","티움바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"23984526","500","11992263000","원(KRW)","김훈택","070-4162-7320","경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"8490126","500","4245063000","원(KRW)","한동일","031-786-0317","경기도 성남시 분당구 판교로228번길 15 3동 301호(삼평동, 판교세븐벤처밸리1) "
"217330","싸이토젠","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"5959661","500","2979830500","원(KRW)","전병희","02-6925-1070","서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층"
"142760","비엘","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"31448597","500","15724298500","원(KRW)","박영철","031-280-9650","경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) "
"284620","카이노스메드","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"22322396","500","11161198000","원(KRW)","이기섭","02-567-7417","경기도 성남시 분당구 대왕판교로 700 코리아바이오파크 제3층 제에이-301호 일부 "
"236810","엔비티","KOSDAQ","기술성장기업부","기술성장기업","137103","광고업","12",,"16975426","100","1697542600","원(KRW)","박수근","070-8895-9156","서울특별시 서초구 남부순환로347길 101 "
"354200","엔젠바이오","KOSDAQ","기술성장기업부","기술성장기업","137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12502912","1000","12502912000","원(KRW)","최대출","02-867-9798","서울특별시 구로구 디지털로 288 303호. 304호. 305호. 306호. 307호. 314호. 제지1층 제비 127호, 제지1층 제비 128호 (구로동, 대륭포스트타워1차)"
