회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결)
(주)피엠디아카데미,144740,2013/12,,,
(주)피엠디아카데미,144740,2014/12,,,
(주)피엠디아카데미,144740,2015/12,,,
(주)피엠디아카데미,144740,2016/12,,,
(주)피엠디아카데미,144740,2017/12,,,
(주)피엠에스,179440,2014/12,,,
(주)피엠에스,179440,2015/12,,,
(주)피제이메탈,128660,2010/12,,,
(주)피제이메탈,128660,2011/12,,,
(주)피제이메탈,128660,2012/12,,,
(주)피제이메탈,128660,2013/12,,,
(주)피제이메탈,128660,2014/12,,,
(주)피제이메탈,128660,2015/12,,,
(주)피제이메탈,128660,2016/12,,,
(주)피제이메탈,128660,2017/12,,,
(주)피제이메탈,128660,2018/12,,,
(주)피제이메탈,128660,2019/12,,,
(주)피제이메탈,128660,2020/12,,,
(주)피제이전자,006140,2010/12,,,
(주)피제이전자,006140,2011/12,,,
(주)피제이전자,006140,2012/12,,,
(주)피제이전자,006140,2013/12,,,
(주)피제이전자,006140,2014/12,,,
(주)피제이전자,006140,2015/12,,,
(주)피제이전자,006140,2016/12,,,
(주)피제이전자,006140,2017/12,,,
(주)피제이전자,006140,2018/12,,,
(주)피제이전자,006140,2019/12,,,
(주)피제이전자,006140,2020/12,,,
(주)피플바이오,304840,2020/12,,,
(주)피피아이,062970,2019/12,,,
(주)피피아이,062970,2020/12,,,
(주)픽셀플러스,087600,2015/12,9277432,106214922,11390724
(주)픽셀플러스,087600,2016/12,,,
(주)픽셀플러스,087600,2017/12,,,
(주)픽셀플러스,087600,2018/12,,,
(주)픽셀플러스,087600,2019/12,,,
(주)픽셀플러스,087600,2020/12,,,
(주)필옵틱스,161580,2017/12,22949062,285363858,17453096
(주)필옵틱스,161580,2018/12,-27820787,55515163,-27466777
(주)필옵틱스,161580,2019/12,-14922777,140395327,-16001294
(주)필옵틱스,161580,2020/12,1794119,188890117,4296239
(주)핌스,347770,2020/12,4105977,40510331,4917411
(주)하나기술,299030,2020/12,-4510555,88041750,-30481271
(주)하나투어,039130,2010/12,28007896,224847726,24599603
(주)하나투어,039130,2011/12,24163233,267812824,21454353
(주)하나투어,039130,2012/12,39592577,307854268,37396165
(주)하나투어,039130,2013/12,40359407,352655319,36062740
(주)하나투어,039130,2014/12,40444440,385457930,35387288
(주)하나투어,039130,2015/12,44749505,459425683,34161709
(주)하나투어,039130,2016/12,20931953,595538710,7527451
(주)하나투어,039130,2017/12,40830361,682307266,12714207
(주)하나투어,039130,2018/12,24869121,828273952,10586798
(주)하나투어,039130,2019/12,5936343,763194958,-11951852
(주)하나투어,039130,2020/12,-114866698,109571614,-218571040
(주)하림,136480,2011/12,,,
(주)하림,136480,2012/12,,,
(주)하림,136480,2013/12,,,
(주)하림,136480,2014/12,-1196902,754495292,-4950531
(주)하림,136480,2015/12,4988579,795196860,-3174858
(주)하림,136480,2016/12,20402360,826023185,19134377
(주)하림,136480,2017/12,18058272,867327538,22233819
(주)하림,136480,2018/12,1510920,828599248,-12074785
(주)하림,136480,2019/12,-43423258,805855041,-39850732
(주)하림,136480,2020/12,6110452,895465451,8127518
(주)하림지주,003380,2017/12,464597100,6934326039,333723097
(주)하림지주,003380,2018/12,354948851,7357069318,194337800
(주)하림지주,003380,2019/12,306510649,7350259327,94582869
(주)하림지주,003380,2020/12,354033885,7723311404,173596939
(주)하림홀딩스,024660,2010/12,19948982,157511445,91020258
(주)하림홀딩스,024660,2011/12,17452508,198288702,30819276
(주)하림홀딩스,024660,2012/12,-2988702,202769615,-41442333
(주)하림홀딩스,024660,2013/12,80577847,829016060,65946285
(주)하림홀딩스,024660,2014/12,105074314,843867837,65750903
(주)하림홀딩스,024660,2015/12,120747932,896318922,90135600
(주)하림홀딩스,024660,2016/12,112291585,998196046,61944339
(주)하림홀딩스,024660,2017/12,102255864,960087338,65623888
(주)하이딥,365590,2020/12,,,
(주)하이로닉,149980,2014/12,,,
(주)하이로닉,149980,2015/12,2089544,17916048,2822832
(주)하이로닉,149980,2016/12,347124,15476750,595148
(주)하이로닉,149980,2017/12,1748125,18132156,762581
(주)하이로닉,149980,2018/12,-28353,20327716,140763
(주)하이로닉,149980,2019/12,2612626,20128483,3048462
(주)하이로닉,149980,2020/12,1235437,12985882,3216733
(주)하이브,352820,2020/12,145515649,796283397,87061118
(주)하이비젼시스템,126700,2011/12,,,
(주)하이비젼시스템,126700,2012/12,,,
(주)하이비젼시스템,126700,2013/12,10944560,68256830,10888583
(주)하이비젼시스템,126700,2014/12,6178842,62278665,7172310
(주)하이비젼시스템,126700,2015/12,6673316,87660105,9352122
(주)하이비젼시스템,126700,2016/12,4668716,77544962,4630603
(주)하이비젼시스템,126700,2017/12,28084152,168889854,20442632
(주)하이비젼시스템,126700,2018/12,20080328,183093114,20294871
(주)하이비젼시스템,126700,2019/12,3648154,134228522,6512620
(주)하이비젼시스템,126700,2020/12,12801334,183197920,9750536
(주)하이소닉,106080,2010/12,-59546,28689867,254475
(주)하이소닉,106080,2011/12,560078,49666396,903078
(주)하이소닉,106080,2012/12,7563551,48336256,3839686
(주)하이소닉,106080,2013/12,-4744768,43739519,-5682378
(주)하이소닉,106080,2014/12,-5356344,35183403,-7799451
(주)하이소닉,106080,2015/12,1343885,53606368,623606
(주)하이소닉,106080,2016/12,-5223729,32294254,-7284678
(주)하이소닉,106080,2017/12,-1625823,43412643,-9153618
(주)하이소닉,106080,2018/12,-6246702,20064958,-33001201
(주)하이소닉,106080,2019/12,-5783565,13164584,-7318936
(주)하이소닉,106080,2020/12,-5286262,9809337,-6341857
(주)하이스틸,071090,2010/12,,,
(주)하이스틸,071090,2011/12,,,
(주)하이스틸,071090,2012/12,,,
(주)하이스틸,071090,2013/12,,,
(주)하이스틸,071090,2014/12,,,
(주)하이스틸,071090,2015/12,,,
(주)하이스틸,071090,2016/12,,,
(주)하이스틸,071090,2017/12,10955966,211722600,8370261
(주)하이스틸,071090,2018/12,-5206878,170541410,-7160985
(주)하이스틸,071090,2019/12,1108837,214251803,31538
(주)하이스틸,071090,2020/12,290643,161686463,-1259003
(주)하이텍팜,106190,2010/12,,,
(주)하이텍팜,106190,2011/12,,,
(주)하이텍팜,106190,2012/12,,,
(주)하이텍팜,106190,2013/12,,,
(주)하이텍팜,106190,2014/12,,,
(주)하이텍팜,106190,2015/12,,,
(주)하이텍팜,106190,2016/12,,,
(주)하이텍팜,106190,2017/12,,,
(주)하이텍팜,106190,2018/12,,,
(주)하이텍팜,106190,2019/12,,,
(주)하이텍팜,106190,2020/12,,,
(주)하이트론씨스템즈,019490,2010/12,-3262697,127067463,-3761726
(주)하이트론씨스템즈,019490,2011/12,-1751752,123197412,-1033943
(주)하이트론씨스템즈,019490,2012/12,-2131794,116920180,234223
(주)하이트론씨스템즈,019490,2013/12,-5733584,96846749,-6395055
(주)하이트론씨스템즈,019490,2014/12,-5473653,72243160,-6216941
(주)하이트론씨스템즈,019490,2015/12,-5863594,54523150,-5835561
(주)하이트론씨스템즈,019490,2016/12,-8008676,41132054,3012814
(주)하이트론씨스템즈,019490,2017/12,-11408758,37570265,-11370253
(주)하이트론씨스템즈,019490,2018/12,-976884,40770079,717134
(주)하이트론씨스템즈,019490,2019/12,-15284914,34695368,-17825443
(주)하이트론씨스템즈,019490,2020/12,,,
(주)하츠,066130,2010/12,,,
(주)하츠,066130,2011/12,,,
(주)하츠,066130,2012/12,,,
(주)하츠,066130,2013/12,,,
(주)하츠,066130,2014/12,,,
(주)하츠,066130,2015/12,,,
(주)하츠,066130,2016/12,,,
(주)하츠,066130,2017/12,,,
(주)하츠,066130,2018/12,,,
(주)하츠,066130,2019/12,,,
(주)하츠,066130,2020/12,,,
(주)한국가구,004590,2010/12,3062233,35369138,181245
(주)한국가구,004590,2011/12,3552263,38987598,1864373
(주)한국가구,004590,2012/12,3930878,39074770,3386521
(주)한국가구,004590,2013/12,3473278,40466851,2747642
(주)한국가구,004590,2014/12,6075662,46151422,5183814
(주)한국가구,004590,2015/12,6949539,48165256,6020486
(주)한국가구,004590,2016/12,7480710,57492409,5743643
(주)한국가구,004590,2017/12,7026645,54766260,5483577
(주)한국가구,004590,2018/12,8515985,60244251,7401467
(주)한국가구,004590,2019/12,8690313,65652789,6068565
(주)한국가구,004590,2020/12,10490763,75467988,9254842
(주)한국경제티브이,039340,2010/12,13562178,61417397,11032219
(주)한국경제티브이,039340,2011/12,7533394,67770157,6011983
(주)한국경제티브이,039340,2012/12,6548220,66100506,4405185
(주)한국경제티브이,039340,2013/12,2148621,55454165,791139
(주)한국경제티브이,039340,2014/12,5071507,58361506,2309144
(주)한국경제티브이,039340,2015/12,11465843,72163980,9098199
(주)한국경제티브이,039340,2016/12,14378501,75275382,12044172
(주)한국경제티브이,039340,2017/12,9084331,64845019,12245521
(주)한국경제티브이,039340,2018/12,15546640,84503886,14411720
(주)한국경제티브이,039340,2019/12,13691976,77771130,15014545
(주)한국경제티브이,039340,2020/12,18182633,94875092,19029712
(주)한국비엔씨,226610,2015/12,,,
(주)한국비엔씨,226610,2016/12,,,
(주)한국비엔씨,256840,2016/12,,,
(주)한국비엔씨,226610,2017/12,,,
(주)한국비엔씨,256840,2017/12,,,
(주)한국비엔씨,256840,2018/12,,,
(주)한국비엔씨,226610,2018/12,,,
(주)한국비엔씨,256840,2019/12,,,
(주)한국비엔씨,256840,2020/12,,,
(주)한국전자홀딩스,006200,2010/12,4428036,347153371,-7003022
(주)한국전자홀딩스,006200,2011/12,-426378,317844853,-14167347
(주)한국전자홀딩스,006200,2012/12,-18012861,246537005,-36096429
(주)한국전자홀딩스,006200,2013/12,-4138573,238172983,-8315523
(주)한국전자홀딩스,006200,2014/12,-332901,189530544,1098429
(주)한국전자홀딩스,006200,2015/12,-1442149,149195543,-8349769
(주)한국전자홀딩스,006200,2016/12,-2164249,139431519,-13016524
(주)한국전자홀딩스,006200,2017/12,6245305,257369643,4990580
(주)한국전자홀딩스,006200,2018/12,3233417,234220979,1060291
(주)한국전자홀딩스,006200,2019/12,-12104566,217023310,-23794401
(주)한국전자홀딩스,006200,2020/12,-195792,221480449,-34799538
(주)한국종합기술,023350,2011/12,,,
(주)한국종합기술,023350,2012/12,,,
(주)한국종합기술,023350,2013/12,,,
(주)한국종합기술,023350,2014/12,,,
(주)한국종합기술,023350,2015/12,,,
(주)한국종합기술,023350,2016/12,,,
(주)한국종합기술,023350,2017/12,,,
(주)한국종합기술,023350,2018/12,,,
(주)한국종합기술,023350,2019/12,,,
(주)한국종합기술,023350,2020/12,,,
(주)한국카본,017960,2010/12,6158637,143117834,6379641
(주)한국카본,017960,2011/12,5321416,131214243,6015078
(주)한국카본,017960,2012/12,11358470,163292483,5652351
(주)한국카본,017960,2013/12,26273814,240836184,14823927
(주)한국카본,017960,2014/12,23253539,231067207,19731902
(주)한국카본,017960,2015/12,25527558,242541950,22691317
(주)한국카본,017960,2016/12,26888601,257626475,16470646
(주)한국카본,017960,2017/12,4875047,239057382,744134
(주)한국카본,017960,2018/12,6173678,226695050,-2978652
(주)한국카본,017960,2019/12,25286667,273402503,17701680
(주)한국카본,017960,2020/12,75727690,411665264,57379486
(주)한국코퍼레이션,050540,2010/12,-3018714,110644490,-7469011
(주)한국코퍼레이션,050540,2011/12,2012959,124528777,3878124
(주)한국코퍼레이션,050540,2012/12,,,
(주)한국코퍼레이션,050540,2013/12,2042585,131406554,-13004588
(주)한국코퍼레이션,050540,2014/12,723412,138806294,322950
(주)한국코퍼레이션,050540,2015/12,-2914173,134587210,-10902211
(주)한국코퍼레이션,050540,2016/12,1211237,150491365,-20236150
(주)한국코퍼레이션,050540,2017/12,-3118965,128538699,329624
(주)한국코퍼레이션,050540,2018/12,-9303602,128411737,-19274803
(주)한국코퍼레이션,050540,2019/12,-9176327,121548545,-10563762
(주)한국코퍼레이션,050540,2020/12,-1221506,116683257,-4415447
(주)한국큐빅,021650,2010/12,417686,91339491,-568894
(주)한국큐빅,021650,2011/12,3970703,107245770,1614580
(주)한국큐빅,021650,2012/12,3760200,103072423,2131238
(주)한국큐빅,021650,2013/12,2374647,99132240,466505
(주)한국큐빅,021650,2014/12,2867740,94838532,2847160
(주)한국큐빅,021650,2015/12,4138675,110058837,2075555
(주)한국큐빅,021650,2016/12,3075816,122930620,1902545
(주)한국큐빅,021650,2017/12,4003460,153762523,625659
(주)한국큐빅,021650,2018/12,3169101,164332875,812147
(주)한국큐빅,021650,2019/12,5965019,156801233,3347893
(주)한국큐빅,021650,2020/12,11793826,170693216,10508056
(주)한국테크놀로지,053590,2010/12,182066,10037662,-7370736
(주)한국테크놀로지,053590,2011/12,-4767659,5137925,-11217874
(주)한국테크놀로지,053590,2012/12,,,
(주)한국테크놀로지,053590,2013/12,,,
(주)한국테크놀로지,053590,2014/12,,,
(주)한국테크놀로지,053590,2015/12,,,
(주)한국테크놀로지,053590,2016/12,,,
(주)한국테크놀로지,053590,2017/12,,,
(주)한국테크놀로지,053590,2018/12,,,
(주)한국테크놀로지,053590,2019/12,-4223561,216247925,-17357157
(주)한국테크놀로지,053590,2020/12,5172177,323148395,-11697344
(주)한국특강,007280,2010/12,,,
(주)한국특강,007280,2011/12,,,
(주)한국특강,007280,2012/12,,,
(주)한국특강,007280,2013/12,,,
(주)한국특강,007280,2014/12,,,
(주)한국특강,007280,2015/12,,,
(주)한국특강,007280,2016/12,,,
(주)한국특강,007280,2017/12,,,
(주)한국특강,007280,2018/12,,,
(주)한국특강,007280,2019/12,,,
(주)한국특강,007280,2020/12,,,
(주)한국파마,032300,2020/12,,,
(주)한국팩키지,037230,2010/12,,,
(주)한국팩키지,037230,2011/12,,,
(주)한국팩키지,037230,2012/12,,,
(주)한국팩키지,037230,2013/12,,,
(주)한국팩키지,037230,2014/12,,,
(주)한국팩키지,037230,2015/12,,,
(주)한국팩키지,037230,2016/12,,,
(주)한국팩키지,037230,2017/12,,,
(주)한국팩키지,037230,2018/12,,,
(주)한국팩키지,037230,2019/12,,,
(주)한국팩키지,037230,2020/12,,,
(주)한국화장품제조,003350,2010/12,,,
(주)한국화장품제조,003350,2011/12,,,
(주)한국화장품제조,003350,2012/12,,,
(주)한국화장품제조,003350,2013/12,,,
(주)한국화장품제조,003350,2014/12,,,
(주)한국화장품제조,003350,2015/12,,,
(주)한국화장품제조,003350,2016/12,,,
(주)한국화장품제조,003350,2017/12,,,
(주)한국화장품제조,003350,2018/12,,,
(주)한국화장품제조,003350,2019/12,,,
(주)한국화장품제조,003350,2020/12,,,
(주)한글과컴퓨터,030520,2010/12,12054475,46947380,4784227
(주)한글과컴퓨터,030520,2011/12,22375388,56981223,13466195
(주)한글과컴퓨터,030520,2012/12,24758777,65609745,12473255
(주)한글과컴퓨터,030520,2013/12,25079192,71797881,19071062
(주)한글과컴퓨터,030520,2014/12,27486141,75836690,20063852
(주)한글과컴퓨터,030520,2015/12,27919195,84941460,23392417
(주)한글과컴퓨터,030520,2016/12,29041333,101244103,15297039
(주)한글과컴퓨터,030520,2017/12,32286496,134111283,20354730
(주)한글과컴퓨터,030520,2018/12,42481575,215760750,10788631
(주)한글과컴퓨터,030520,2019/12,33207231,319255505,22125531
(주)한글과컴퓨터,030520,2020/12,68214218,401368514,46611674
(주)한네트,052600,2010/12,,,
(주)한네트,052600,2011/12,,,
(주)한네트,052600,2012/12,,,
(주)한네트,052600,2013/12,,,
(주)한네트,052600,2014/12,,,
(주)한네트,052600,2015/12,,,
(주)한네트,052600,2016/12,,,
(주)한네트,052600,2017/12,,,
(주)한네트,052600,2018/12,,,
(주)한네트,052600,2019/12,,,
(주)한네트,052600,2020/12,,,
(주)한농화성,011500,2010/12,,,
(주)한농화성,011500,2011/12,,,
(주)한농화성,011500,2012/12,,,
(주)한농화성,011500,2013/12,,,
(주)한농화성,011500,2014/12,,,
(주)한농화성,011500,2015/12,,,
(주)한농화성,011500,2016/12,,,
(주)한농화성,011500,2017/12,,,
(주)한농화성,011500,2018/12,,,
(주)한농화성,011500,2019/12,,,
(주)한농화성,011500,2020/12,,,
(주)한독,002390,2010/12,29140618,321185581,20805474
(주)한독,002390,2011/12,21212103,333172636,16573866
(주)한독,002390,2012/12,8598216,314647673,5768269
(주)한독,002390,2013/12,7462220,327936251,12309555
(주)한독,002390,2014/12,,,
(주)한독,002390,2015/12,6221258,358447724,-1802720
(주)한독,002390,2016/12,3640307,396134014,-7400629
(주)한독,002390,2017/12,-1870621,417970014,3453096
(주)한독,002390,2018/12,22081199,446731041,7062695
(주)한독,002390,2019/12,27467270,473000100,33925733
(주)한독,002390,2020/12,28376315,503611880,26978482
(주)한독크린텍,256150,2019/12,,,
(주)한독크린텍,256150,2020/12,,,
(주)한라,014790,2010/12,107524571,1584183491,264618078
(주)한라,014790,2011/12,70193257,1728538634,21463642
(주)한라,014790,2012/12,-196505550,1986349612,-234344584
(주)한라,014790,2013/12,-250729184,2002724809,-458732879
(주)한라,014790,2014/12,37249379,1903285090,-158563934
(주)한라,014790,2015/12,30959493,1855269348,-114411494
(주)한라,014790,2016/12,95524301,1831824054,10165369
(주)한라,014790,2017/12,157229403,1920605105,46610950
(주)한라,014790,2018/12,60157737,1320997313,-12072114
(주)한라,014790,2019/12,67694163,1304889862,2723763
(주)한라,014790,2020/12,96662378,1565317905,109895932
(주)한라홀딩스,060980,2010/12,275731502,3639639731,205501148
(주)한라홀딩스,060980,2011/12,291324710,4560126715,225060112
(주)한라홀딩스,060980,2012/12,255928272,5059281113,162055329
(주)한라홀딩스,060980,2013/12,313046157,5633845230,177695697
(주)한라홀딩스,060980,2014/12,49713233,918655690,1081525566
(주)한라홀딩스,060980,2015/12,95972514,892102731,79677208
(주)한라홀딩스,060980,2016/12,115899124,1001167189,80406763
(주)한라홀딩스,060980,2017/12,62688202,922195940,43520027
(주)한라홀딩스,060980,2018/12,57512058,886548283,13104428
(주)한라홀딩스,060980,2019/12,75417772,798365159,41062916
(주)한라홀딩스,060980,2020/12,90746196,735797639,44095657
(주)한미글로벌건축사사무소,053690,2010/12,10859236,103313047,8886129
(주)한미글로벌건축사사무소,053690,2011/12,5580504,182945775,3454224
(주)한미글로벌건축사사무소,053690,2012/12,4966630,207246374,4171117
(주)한미글로벌건축사사무소,053690,2013/12,8302904,182533119,6068175
(주)한미글로벌건축사사무소,053690,2014/12,10335747,165403995,7323750
(주)한미글로벌건축사사무소,053690,2015/12,12339821,166822814,6685425
(주)한미글로벌건축사사무소,053690,2016/12,9434792,169053494,8973344
(주)한미글로벌건축사사무소,053690,2017/12,10821057,200835862,9707584
(주)한미글로벌건축사사무소,053690,2018/12,10995734,207721612,7146322
(주)한미글로벌건축사사무소,053690,2019/12,24407031,294657922,23408893
(주)한미글로벌건축사사무소,053690,2020/12,16500753,232573115,10364662
(주)한빛소프트,047080,2010/12,-9643912,43930665,-8083929
(주)한빛소프트,047080,2011/12,-7295295,43458546,-14678784
(주)한빛소프트,047080,2012/12,810992,40166122,-247561
(주)한빛소프트,047080,2013/12,661524,29506704,-330992
(주)한빛소프트,047080,2014/12,834813,26289454,-1144785
(주)한빛소프트,047080,2015/12,-542407,22137281,-3327562
(주)한빛소프트,047080,2016/12,-5020300,30726796,-7294310
(주)한빛소프트,047080,2017/12,-1455552,39295854,1105622
(주)한빛소프트,047080,2018/12,716975,39835691,-8711851
(주)한빛소프트,047080,2019/12,-272426,43542409,2348732
(주)한빛소프트,047080,2020/12,-742133,57188811,-1368937
(주)한샘,009240,2010/12,37320035,623897472,29326156
(주)한샘,009240,2011/12,51559703,709337324,39311800
(주)한샘,009240,2012/12,47248623,783239874,39471512
(주)한샘,009240,2013/12,79816569,1006945858,61367612
(주)한샘,009240,2014/12,110404163,1325043301,86692477
(주)한샘,009240,2015/12,146732992,1710544310,114715975
(주)한샘,009240,2016/12,159593399,1934547149,127527432
(주)한샘,009240,2017/12,140545316,2062514512,95937543
(주)한샘,009240,2018/12,56033229,1928463279,89957037
(주)한샘,009240,2019/12,55771810,1698372285,42714882
(주)한샘,009240,2020/12,93106901,2067468663,66840592
(주)한섬,020000,2010/12,90993845,454451360,74322828
(주)한섬,020000,2011/12,115615408,508799634,87368022
(주)한섬,020000,2012/12,71045415,496351481,64137880
(주)한섬,020000,2013/12,50354120,470811788,40824265
(주)한섬,020000,2014/12,45696250,524898580,36375237
(주)한섬,020000,2015/12,66101264,616755898,72891938
(주)한섬,020000,2016/12,72028391,711998209,56475911
(주)한섬,020000,2017/12,54996447,1228675786,53856248
(주)한섬,020000,2018/12,91982724,1299209402,74357934
(주)한섬,020000,2019/12,106549799,1259801685,85260970
(주)한섬,020000,2020/12,102052975,1195899640,84888784
(주)한솔케미칼,014680,2010/12,19665406,244180323,15556114
(주)한솔케미칼,014680,2011/12,20592113,297031934,18658185
(주)한솔케미칼,014680,2012/12,26776209,318850692,36085400
(주)한솔케미칼,014680,2013/12,27747450,317046839,20294730
(주)한솔케미칼,014680,2014/12,28191213,336115038,21422845
(주)한솔케미칼,014680,2015/12,49001547,368026063,34294928
(주)한솔케미칼,014680,2016/12,82147806,460400870,58922578
(주)한솔케미칼,014680,2017/12,79151814,521574392,58071494
(주)한솔케미칼,014680,2018/12,93585916,581947486,67755735
(주)한솔케미칼,014680,2019/12,111415756,587561120,91031210
(주)한솔케미칼,014680,2020/12,151933829,619277679,130080716
(주)한솔홈데코,025750,2010/12,9200628,141536307,6787958
(주)한솔홈데코,025750,2011/12,9684332,172508366,9589074
(주)한솔홈데코,025750,2012/12,4606074,189199921,1635312
(주)한솔홈데코,025750,2013/12,7532144,233952458,5613995
(주)한솔홈데코,025750,2014/12,4455455,235256768,146828
(주)한솔홈데코,025750,2015/12,9312422,241490721,1492373
(주)한솔홈데코,025750,2016/12,13091759,235363284,7487736
(주)한솔홈데코,025750,2017/12,9515484,254330113,3555974
(주)한솔홈데코,025750,2018/12,9179971,296884850,11663572
(주)한솔홈데코,025750,2019/12,-1665604,263886367,-4557551
(주)한솔홈데코,025750,2020/12,2884404,253213402,586544
(주)한송네오텍,226440,2015/12,,,
(주)한송네오텍,226440,2016/12,,,
(주)한송네오텍,226440,2017/12,,,
(주)한송네오텍,226440,2018/12,,,
(주)한송네오텍,226440,2019/12,,,
(주)한송네오텍,226440,2020/12,406463,19343729,-598201
(주)한와이어리스,037020,2010/12,,,
(주)한익스프레스,014130,2010/12,8038654,203728441,5648064
(주)한익스프레스,014130,2011/12,8268253,242880518,-6648640
(주)한익스프레스,014130,2012/12,7703035,263452874,5269566
(주)한익스프레스,014130,2013/12,8457033,321653147,5909868
(주)한익스프레스,014130,2014/12,7820937,358675119,18350846
(주)한익스프레스,014130,2015/12,10965687,436704030,7946441
(주)한익스프레스,014130,2016/12,8922696,467922261,5413341
(주)한익스프레스,014130,2017/12,10138319,527872746,6688151
(주)한익스프레스,014130,2018/12,8929632,565826800,5264503
(주)한익스프레스,014130,2019/12,11938286,577355359,5785383
(주)한익스프레스,014130,2020/12,10659806,615258839,-1905833
(주)한일진공,123840,2010/12,,,
(주)한일진공,123840,2011/12,,,
(주)한일진공,123840,2012/12,,,
(주)한일진공,123840,2013/12,8779781,42014889,2844336
(주)한일진공,123840,2014/12,-2066213,12661254,-869593
(주)한일진공,123840,2015/12,4244719,26128455,5952770
(주)한일진공,123840,2016/12,-993081,19941437,13818394
(주)한일진공,123840,2017/12,-3560218,22873827,21953769
(주)한일진공,123840,2018/12,302545,51064090,-14560373
(주)한일진공,123840,2019/12,-8377621,26220461,-31586946
(주)한일진공,123840,2020/12,-8738128,15667649,7978690
(주)한진,002320,2010/12,45322571,1264344517,-3336169
(주)한진,002320,2011/12,34957044,1390687502,-29593395
(주)한진,002320,2012/12,37544850,1437380000,-10516073
(주)한진,002320,2013/12,40238554,1499623169,-8400951
(주)한진,002320,2014/12,52578236,1532812219,41791237
(주)한진,002320,2015/12,41147134,1641702370,98694305
(주)한진,002320,2016/12,-15337843,1764803679,37563537
(주)한진,002320,2017/12,21584100,1812603434,-47007380
(주)한진,002320,2018/12,42078553,1950771934,45640673
(주)한진,002320,2019/12,90655086,2062344427,-2865355
(주)한진,002320,2020/12,105917310,2215686641,9096798
(주)한진중공업홀딩스,003480,2010/12,44476000,1055120000,8656000
(주)한진중공업홀딩스,003480,2011/12,34820000,1056129000,-9562000
(주)한진중공업홀딩스,003480,2012/12,-1012000,1139471000,-8169000
(주)한진중공업홀딩스,003480,2013/12,-41077000,1198416000,-81736000
(주)한진중공업홀딩스,003480,2014/12,-79709000,1520058000,-135021000
(주)한진중공업홀딩스,003480,2015/12,-68277000,1292145000,-122140000
(주)한진중공업홀딩스,003480,2016/12,-97799000,299984000,-457246000
(주)한진중공업홀딩스,003480,2017/12,-61756000,906723000,-159629000
(주)한진중공업홀딩스,003480,2018/12,27659000,946003000,-270000
(주)한진중공업홀딩스,003480,2019/12,38422000,877642000,30355000
(주)한진중공업홀딩스,003480,2020/12,50389000,795207000,-3605000
(주)한진칼,180640,2013/12,28978681,241375290,16178208
(주)한진칼,180640,2014/12,75525032,624969749,324085761
(주)한진칼,180640,2015/12,74278876,722309232,-193723899
(주)한진칼,180640,2016/12,98977830,991024369,-422943694
(주)한진칼,180640,2017/12,115286289,1149657255,229432997
(주)한진칼,180640,2018/12,108792138,1304892515,-12795634
(주)한진칼,180640,2019/12,-3881274,1203497717,-260570999
(주)한진칼,180640,2020/12,-221140549,408827146,-341532739
(주)한진피앤씨,061460,2010/12,3810544,116509187,-11265844
(주)한진피앤씨,061460,2011/12,2604113,107373066,-14468309
(주)한진피앤씨,061460,2012/12,,,
(주)한진피앤씨,061460,2013/12,,,
(주)한진피앤씨,061460,2014/12,,,
(주)한진피앤씨,061460,2015/12,,,
(주)한진피앤씨,061460,2016/12,,,
(주)한진해운,117930,2010/12,686693290,9625204090,289632812
(주)한진해운,117930,2011/12,-492638366,9523255243,-823862189
(주)한진해운,117930,2012/12,-109785075,10589391864,-637950377
(주)한진해운,117930,2013/12,-242447990,10331738515,-680187737
(주)한진해운,117930,2014/12,82144899,8654833392,-423333456
(주)한진해운,117930,2015/12,36934326,7735467143,3041111
(주)한창,005110,2010/12,-2293625,12577481,-5869820
(주)한창,005110,2011/12,-787616,13654402,-6002719
(주)한창,005110,2012/12,1137778,16789740,1043547
(주)한창,005110,2013/12,2149899,22515364,871485
(주)한창,005110,2014/12,1834212,19164151,1863884
(주)한창,005110,2015/12,-3350064,17167065,-635087
(주)한창,005110,2016/12,800336,50460142,4347838
(주)한창,005110,2017/12,4544709,112028726,4424189
(주)한창,005110,2018/12,4626293,99100978,1542836
(주)한창,005110,2019/12,7366951,69033371,-1808271
(주)한창,005110,2020/12,-4694676,35824106,-22329524
(주)한창바이오텍,043090,2010/12,-639608,21624810,-4142874
(주)한창바이오텍,043090,2011/12,-376702,19545311,-7585914
(주)한창바이오텍,043090,2012/12,1307382,22544497,-6098648
(주)한창바이오텍,043090,2013/12,580923,21432712,150947
(주)한창바이오텍,043090,2014/12,-1727599,20672073,-1617020
(주)한창바이오텍,043090,2015/12,,,
(주)한창바이오텍,043090,2016/12,,,
(주)한창바이오텍,043090,2017/12,,,
(주)한창바이오텍,043090,2018/12,,,
(주)한창바이오텍,043090,2019/12,,,
(주)한창바이오텍,043090,2020/12,-3645921,5206711,-6729854
(주)한창제지,009460,2010/12,,,
(주)한창제지,009460,2011/12,,,
(주)한창제지,009460,2012/12,,,
(주)한창제지,009460,2013/12,,,
(주)한창제지,009460,2014/12,,,
(주)한창제지,009460,2015/12,,,
(주)한창제지,009460,2016/12,,,
(주)한창제지,009460,2017/12,,,
(주)한창제지,009460,2018/12,,,
(주)한창제지,009460,2019/12,,,
(주)한창제지,009460,2020/12,,,
(주)한컴위드,054920,2010/12,1367405,19291849,-6897393
